date,store,product,category,is_perishable,units_sold,units_ordered,units_wasted
2024-08-25,Trondheim,Bananer,Frukt,True,57,65,8
2024-08-26,Trondheim,Bananer,Frukt,True,67,75,8
2024-08-27,Trondheim,Bananer,Frukt,True,69,81,12
2024-08-28,Trondheim,Bananer,Frukt,True,49,54,5
2024-08-29,Trondheim,Bananer,Frukt,True,73,80,7
2024-08-30,Trondheim,Bananer,Frukt,True,66,71,5
2024-08-31,Trondheim,Bananer,Frukt,True,76,85,9
2024-09-01,Trondheim,Bananer,Frukt,True,53,56,3
2024-09-02,Trondheim,Bananer,Frukt,True,66,70,4
2024-09-03,Trondheim,Bananer,Frukt,True,55,64,9
2024-09-04,Trondheim,Bananer,Frukt,True,57,65,8
2024-09-05,Trondheim,Bananer,Frukt,True,72,83,11
2024-09-06,Trondheim,Bananer,Frukt,True,76,81,5
2024-09-07,Trondheim,Bananer,Frukt,True,82,94,12
2024-09-08,Trondheim,Bananer,Frukt,True,51,58,7
2024-09-09,Trondheim,Bananer,Frukt,True,49,53,4
2024-09-10,Trondheim,Bananer,Frukt,True,65,76,11
2024-09-11,Trondheim,Bananer,Frukt,True,59,65,6
2024-09-12,Trondheim,Bananer,Frukt,True,81,99,18
2024-09-13,Trondheim,Bananer,Frukt,True,112,128,16
2024-09-14,Trondheim,Bananer,Frukt,True,69,74,5
2024-09-15,Trondheim,Bananer,Frukt,True,50,53,3
2024-09-16,Trondheim,Bananer,Frukt,True,82,96,14
2024-09-17,Trondheim,Bananer,Frukt,True,69,75,6
2024-09-18,Trondheim,Bananer,Frukt,True,66,75,9
2024-09-19,Trondheim,Bananer,Frukt,True,51,60,9
2024-09-20,Trondheim,Bananer,Frukt,True,113,128,15
2024-09-21,Trondheim,Bananer,Frukt,True,74,90,16
2024-09-22,Trondheim,Bananer,Frukt,True,74,89,15
2024-09-23,Trondheim,Bananer,Frukt,True,73,88,15
2024-09-24,Trondheim,Bananer,Frukt,True,50,53,3
2024-09-25,Trondheim,Bananer,Frukt,True,60,65,5
2024-09-26,Trondheim,Bananer,Frukt,True,53,61,8
2024-09-27,Trondheim,Bananer,Frukt,True,61,70,9
2024-09-28,Trondheim,Bananer,Frukt,True,84,94,10
2024-09-29,Trondheim,Bananer,Frukt,True,54,63,9
2024-09-30,Trondheim,Bananer,Frukt,True,59,67,8
2024-10-01,Trondheim,Bananer,Frukt,True,53,60,7
2024-10-02,Trondheim,Bananer,Frukt,True,64,71,7
2024-10-03,Trondheim,Bananer,Frukt,True,85,97,12
2024-10-04,Trondheim,Bananer,Frukt,True,92,98,6
2024-10-05,Trondheim,Bananer,Frukt,True,81,90,9
2024-10-06,Trondheim,Bananer,Frukt,True,67,82,15
2024-10-07,Trondheim,Bananer,Frukt,True,71,87,16
2024-10-08,Trondheim,Bananer,Frukt,True,71,76,5
2024-10-09,Trondheim,Bananer,Frukt,True,65,79,14
2024-10-10,Trondheim,Bananer,Frukt,True,61,67,6
2024-10-11,Trondheim,Bananer,Frukt,True,100,107,7
2024-10-12,Trondheim,Bananer,Frukt,True,75,84,9
2024-10-13,Trondheim,Bananer,Frukt,True,78,90,12
2024-10-14,Trondheim,Bananer,Frukt,True,65,77,12
2024-10-15,Trondheim,Bananer,Frukt,True,82,102,20
2024-10-16,Trondheim,Bananer,Frukt,True,59,68,9
2024-10-17,Trondheim,Bananer,Frukt,True,59,67,8
2024-10-18,Trondheim,Bananer,Frukt,True,92,112,20
2024-10-19,Trondheim,Bananer,Frukt,True,80,93,13
2024-10-20,Trondheim,Bananer,Frukt,True,90,97,7
2024-10-21,Trondheim,Bananer,Frukt,True,63,71,8
2024-10-22,Trondheim,Bananer,Frukt,True,61,75,14
2024-10-23,Trondheim,Bananer,Frukt,True,76,82,6
2024-10-24,Trondheim,Bananer,Frukt,True,47,56,9
2024-10-25,Trondheim,Bananer,Frukt,True,67,83,16
2024-10-26,Trondheim,Bananer,Frukt,True,120,147,27
2024-10-27,Trondheim,Bananer,Frukt,True,78,91,13
2024-10-28,Trondheim,Bananer,Frukt,True,75,91,16
2024-10-29,Trondheim,Bananer,Frukt,True,64,80,16
2024-10-30,Trondheim,Bananer,Frukt,True,71,77,6
2024-10-31,Trondheim,Bananer,Frukt,True,65,73,8
2024-11-01,Trondheim,Bananer,Frukt,True,88,97,9
2024-11-02,Trondheim,Bananer,Frukt,True,108,117,9
2024-11-03,Trondheim,Bananer,Frukt,True,77,86,9
2024-11-04,Trondheim,Bananer,Frukt,True,69,85,16
2024-11-05,Trondheim,Bananer,Frukt,True,55,64,9
2024-11-06,Trondheim,Bananer,Frukt,True,100,110,10
2024-11-07,Trondheim,Bananer,Frukt,True,62,77,15
2024-11-08,Trondheim,Bananer,Frukt,True,109,121,12
2024-11-09,Trondheim,Bananer,Frukt,True,86,96,10
2024-11-10,Trondheim,Bananer,Frukt,True,76,84,8
2024-11-11,Trondheim,Bananer,Frukt,True,64,69,5
2024-11-12,Trondheim,Bananer,Frukt,True,66,76,10
2024-11-13,Trondheim,Bananer,Frukt,True,66,74,8
2024-11-14,Trondheim,Bananer,Frukt,True,76,92,16
2024-11-15,Trondheim,Bananer,Frukt,True,86,100,14
2024-11-16,Trondheim,Bananer,Frukt,True,98,113,15
2024-11-17,Trondheim,Bananer,Frukt,True,90,104,14
2024-11-18,Trondheim,Bananer,Frukt,True,62,73,11
2024-11-19,Trondheim,Bananer,Frukt,True,62,66,4
2024-11-20,Trondheim,Bananer,Frukt,True,94,105,11
2024-11-21,Trondheim,Bananer,Frukt,True,83,91,8
2024-11-22,Trondheim,Bananer,Frukt,True,98,106,8
2024-11-23,Trondheim,Bananer,Frukt,True,77,89,12
2024-11-24,Trondheim,Bananer,Frukt,True,57,69,12
2024-11-25,Trondheim,Bananer,Frukt,True,66,80,14
2024-11-26,Trondheim,Bananer,Frukt,True,78,91,13
2024-11-27,Trondheim,Bananer,Frukt,True,88,108,20
2024-11-28,Trondheim,Bananer,Frukt,True,78,87,9
2024-11-29,Trondheim,Bananer,Frukt,True,102,117,15
2024-11-30,Trondheim,Bananer,Frukt,True,117,138,21
2024-12-01,Trondheim,Bananer,Frukt,True,82,92,10
2024-12-02,Trondheim,Bananer,Frukt,True,71,88,17
2024-12-03,Trondheim,Bananer,Frukt,True,76,81,5
2024-12-04,Trondheim,Bananer,Frukt,True,90,102,12
2024-12-05,Trondheim,Bananer,Frukt,True,80,97,17
2024-12-06,Trondheim,Bananer,Frukt,True,127,144,17
2024-12-07,Trondheim,Bananer,Frukt,True,90,104,14
2024-12-08,Trondheim,Bananer,Frukt,True,65,74,9
2024-12-09,Trondheim,Bananer,Frukt,True,82,87,5
2024-12-10,Trondheim,Bananer,Frukt,True,79,92,13
2024-12-11,Trondheim,Bananer,Frukt,True,64,69,5
2024-12-12,Trondheim,Bananer,Frukt,True,71,88,17
2024-12-13,Trondheim,Bananer,Frukt,True,123,139,16
2024-12-14,Trondheim,Bananer,Frukt,True,109,127,18
2024-12-15,Trondheim,Bananer,Frukt,True,72,81,9
2024-12-16,Trondheim,Bananer,Frukt,True,67,75,8
2024-12-17,Trondheim,Bananer,Frukt,True,74,78,4
2024-12-18,Trondheim,Bananer,Frukt,True,90,109,19
2024-12-19,Trondheim,Bananer,Frukt,True,79,83,4
2024-12-20,Trondheim,Bananer,Frukt,True,101,110,9
2024-12-21,Trondheim,Bananer,Frukt,True,119,143,24
2024-12-22,Trondheim,Bananer,Frukt,True,66,71,5
2024-12-23,Trondheim,Bananer,Frukt,True,70,80,10
2024-12-24,Trondheim,Bananer,Frukt,True,81,93,12
2024-12-25,Trondheim,Bananer,Frukt,True,78,89,11
2024-12-26,Trondheim,Bananer,Frukt,True,45,54,9
2024-12-27,Trondheim,Bananer,Frukt,True,98,104,6
2024-12-28,Trondheim,Bananer,Frukt,True,120,137,17
2024-12-29,Trondheim,Bananer,Frukt,True,57,62,5
2024-12-30,Trondheim,Bananer,Frukt,True,67,84,17
2024-12-31,Trondheim,Bananer,Frukt,True,67,75,8
2025-01-01,Trondheim,Bananer,Frukt,True,86,98,12
2025-01-02,Trondheim,Bananer,Frukt,True,74,84,10
2025-01-03,Trondheim,Bananer,Frukt,True,138,161,23
2025-01-04,Trondheim,Bananer,Frukt,True,122,129,7
2025-01-05,Trondheim,Bananer,Frukt,True,74,82,8
2025-01-06,Trondheim,Bananer,Frukt,True,86,93,7
2025-01-07,Trondheim,Bananer,Frukt,True,86,103,17
2025-01-08,Trondheim,Bananer,Frukt,True,98,116,18
2025-01-09,Trondheim,Bananer,Frukt,True,76,88,12
2025-01-10,Trondheim,Bananer,Frukt,True,94,104,10
2025-01-11,Trondheim,Bananer,Frukt,True,110,132,22
2025-01-12,Trondheim,Bananer,Frukt,True,77,86,9
2025-01-13,Trondheim,Bananer,Frukt,True,88,92,4
2025-01-14,Trondheim,Bananer,Frukt,True,96,108,12
2025-01-15,Trondheim,Bananer,Frukt,True,69,76,7
2025-01-16,Trondheim,Bananer,Frukt,True,72,89,17
2025-01-17,Trondheim,Bananer,Frukt,True,123,134,11
2025-01-18,Trondheim,Bananer,Frukt,True,103,112,9
2025-01-19,Trondheim,Bananer,Frukt,True,80,98,18
2025-01-20,Trondheim,Bananer,Frukt,True,92,98,6
2025-01-21,Trondheim,Bananer,Frukt,True,78,84,6
2025-01-22,Trondheim,Bananer,Frukt,True,90,107,17
2025-01-23,Trondheim,Bananer,Frukt,True,70,79,9
2025-01-24,Trondheim,Bananer,Frukt,True,97,106,9
2025-01-25,Trondheim,Bananer,Frukt,True,128,151,23
2025-01-26,Trondheim,Bananer,Frukt,True,80,91,11
2025-01-27,Trondheim,Bananer,Frukt,True,69,81,12
2025-01-28,Trondheim,Bananer,Frukt,True,68,82,14
2025-01-29,Trondheim,Bananer,Frukt,True,78,85,7
2025-01-30,Trondheim,Bananer,Frukt,True,90,105,15
2025-01-31,Trondheim,Bananer,Frukt,True,66,74,8
2025-02-01,Trondheim,Bananer,Frukt,True,95,116,21
2025-02-02,Trondheim,Bananer,Frukt,True,85,97,12
2025-02-03,Trondheim,Bananer,Frukt,True,82,91,9
2025-02-04,Trondheim,Bananer,Frukt,True,84,102,18
2025-02-05,Trondheim,Bananer,Frukt,True,70,76,6
2025-02-06,Trondheim,Bananer,Frukt,True,80,86,6
2025-02-07,Trondheim,Bananer,Frukt,True,119,140,21
2025-02-08,Trondheim,Bananer,Frukt,True,96,108,12
2025-02-09,Trondheim,Bananer,Frukt,True,79,95,16
2025-02-10,Trondheim,Bananer,Frukt,True,59,73,14
2025-02-11,Trondheim,Bananer,Frukt,True,84,92,8
2025-02-12,Trondheim,Bananer,Frukt,True,70,86,16
2025-02-13,Trondheim,Bananer,Frukt,True,64,74,10
2025-02-14,Trondheim,Bananer,Frukt,True,94,114,20
2025-02-15,Trondheim,Bananer,Frukt,True,110,132,22
2025-02-16,Trondheim,Bananer,Frukt,True,70,83,13
2025-02-17,Trondheim,Bananer,Frukt,True,65,71,6
2025-02-18,Trondheim,Bananer,Frukt,True,86,105,19
2025-02-19,Trondheim,Bananer,Frukt,True,67,71,4
2025-02-20,Trondheim,Bananer,Frukt,True,103,122,19
2025-02-21,Trondheim,Bananer,Frukt,True,85,106,21
2025-02-22,Trondheim,Bananer,Frukt,True,117,146,29
2025-02-23,Trondheim,Bananer,Frukt,True,96,102,6
2025-02-24,Trondheim,Bananer,Frukt,True,79,89,10
2025-02-25,Trondheim,Bananer,Frukt,True,69,74,5
2025-02-26,Trondheim,Bananer,Frukt,True,90,110,20
2025-02-27,Trondheim,Bananer,Frukt,True,64,68,4
2025-02-28,Trondheim,Bananer,Frukt,True,73,86,13
2025-03-01,Trondheim,Bananer,Frukt,True,106,123,17
2025-03-02,Trondheim,Bananer,Frukt,True,61,71,10
2025-03-03,Trondheim,Bananer,Frukt,True,75,92,17
2025-03-04,Trondheim,Bananer,Frukt,True,75,91,16
2025-03-05,Trondheim,Bananer,Frukt,True,86,95,9
2025-03-06,Trondheim,Bananer,Frukt,True,62,66,4
2025-03-07,Trondheim,Bananer,Frukt,True,77,93,16
2025-03-08,Trondheim,Bananer,Frukt,True,95,105,10
2025-03-09,Trondheim,Bananer,Frukt,True,47,54,7
2025-03-10,Trondheim,Bananer,Frukt,True,79,98,19
2025-03-11,Trondheim,Bananer,Frukt,True,78,89,11
2025-03-12,Trondheim,Bananer,Frukt,True,78,95,17
2025-03-13,Trondheim,Bananer,Frukt,True,72,89,17
2025-03-14,Trondheim,Bananer,Frukt,True,125,150,25
2025-03-15,Trondheim,Bananer,Frukt,True,104,124,20
2025-03-16,Trondheim,Bananer,Frukt,True,83,95,12
2025-03-17,Trondheim,Bananer,Frukt,True,98,122,24
2025-03-18,Trondheim,Bananer,Frukt,True,67,81,14
2025-03-19,Trondheim,Bananer,Frukt,True,72,79,7
2025-03-20,Trondheim,Bananer,Frukt,True,64,75,11
2025-03-21,Trondheim,Bananer,Frukt,True,98,121,23
2025-03-22,Trondheim,Bananer,Frukt,True,83,103,20
2025-03-23,Trondheim,Bananer,Frukt,True,82,91,9
2025-03-24,Trondheim,Bananer,Frukt,True,73,91,18
2025-03-25,Trondheim,Bananer,Frukt,True,42,45,3
2025-03-26,Trondheim,Bananer,Frukt,True,63,67,4
2025-03-27,Trondheim,Bananer,Frukt,True,89,110,21
2025-03-28,Trondheim,Bananer,Frukt,True,116,127,11
2025-03-29,Trondheim,Bananer,Frukt,True,102,123,21
2025-03-30,Trondheim,Bananer,Frukt,True,70,82,12
2025-03-31,Trondheim,Bananer,Frukt,True,86,107,21
2025-04-01,Trondheim,Bananer,Frukt,True,70,83,13
2025-04-02,Trondheim,Bananer,Frukt,True,85,103,18
2025-04-03,Trondheim,Bananer,Frukt,True,73,91,18
2025-04-04,Trondheim,Bananer,Frukt,True,88,109,21
2025-04-05,Trondheim,Bananer,Frukt,True,103,126,23
2025-04-06,Trondheim,Bananer,Frukt,True,60,64,4
2025-04-07,Trondheim,Bananer,Frukt,True,62,69,7
2025-04-08,Trondheim,Bananer,Frukt,True,56,67,11
2025-04-09,Trondheim,Bananer,Frukt,True,75,94,19
2025-04-10,Trondheim,Bananer,Frukt,True,70,78,8
2025-04-11,Trondheim,Bananer,Frukt,True,132,154,22
2025-04-12,Trondheim,Bananer,Frukt,True,98,110,12
2025-04-13,Trondheim,Bananer,Frukt,True,66,78,12
2025-04-14,Trondheim,Bananer,Frukt,True,68,72,4
2025-04-15,Trondheim,Bananer,Frukt,True,72,84,12
2025-04-16,Trondheim,Bananer,Frukt,True,63,67,4
2025-04-17,Trondheim,Bananer,Frukt,True,45,52,7
2025-04-18,Trondheim,Bananer,Frukt,True,71,85,14
2025-04-19,Trondheim,Bananer,Frukt,True,83,100,17
2025-04-20,Trondheim,Bananer,Frukt,True,51,63,12
2025-04-21,Trondheim,Bananer,Frukt,True,68,78,10
2025-04-22,Trondheim,Bananer,Frukt,True,79,91,12
2025-04-23,Trondheim,Bananer,Frukt,True,59,66,7
2025-04-24,Trondheim,Bananer,Frukt,True,63,70,7
2025-04-25,Trondheim,Bananer,Frukt,True,86,98,12
2025-04-26,Trondheim,Bananer,Frukt,True,83,97,14
2025-04-27,Trondheim,Bananer,Frukt,True,67,73,6
2025-04-28,Trondheim,Bananer,Frukt,True,47,55,8
2025-04-29,Trondheim,Bananer,Frukt,True,79,90,11
2025-04-30,Trondheim,Bananer,Frukt,True,64,73,9
2025-05-01,Trondheim,Bananer,Frukt,True,57,62,5
2025-05-02,Trondheim,Bananer,Frukt,True,90,109,19
2025-05-03,Trondheim,Bananer,Frukt,True,99,106,7
2025-05-04,Trondheim,Bananer,Frukt,True,55,67,12
2025-05-05,Trondheim,Bananer,Frukt,True,37,45,8
2025-05-06,Trondheim,Bananer,Frukt,True,69,73,4
2025-05-07,Trondheim,Bananer,Frukt,True,79,89,10
2025-05-08,Trondheim,Bananer,Frukt,True,79,86,7
2025-05-09,Trondheim,Bananer,Frukt,True,95,101,6
2025-05-10,Trondheim,Bananer,Frukt,True,77,90,13
2025-05-11,Trondheim,Bananer,Frukt,True,55,63,8
2025-05-12,Trondheim,Bananer,Frukt,True,56,69,13
2025-05-13,Trondheim,Bananer,Frukt,True,77,90,13
2025-05-14,Trondheim,Bananer,Frukt,True,70,83,13
2025-05-15,Trondheim,Bananer,Frukt,True,72,83,11
2025-05-16,Trondheim,Bananer,Frukt,True,82,95,13
2025-05-17,Trondheim,Bananer,Frukt,True,59,65,6
2025-05-18,Trondheim,Bananer,Frukt,True,67,71,4
2025-05-19,Trondheim,Bananer,Frukt,True,55,62,7
2025-05-20,Trondheim,Bananer,Frukt,True,74,91,17
2025-05-21,Trondheim,Bananer,Frukt,True,55,67,12
2025-05-22,Trondheim,Bananer,Frukt,True,65,72,7
2025-05-23,Trondheim,Bananer,Frukt,True,89,98,9
2025-05-24,Trondheim,Bananer,Frukt,True,119,128,9
2025-05-25,Trondheim,Bananer,Frukt,True,62,69,7
2025-05-26,Trondheim,Bananer,Frukt,True,62,77,15
2025-05-27,Trondheim,Bananer,Frukt,True,73,85,12
2025-05-28,Trondheim,Bananer,Frukt,True,60,71,11
2025-05-29,Trondheim,Bananer,Frukt,True,58,67,9
2025-05-30,Trondheim,Bananer,Frukt,True,72,88,16
2025-05-31,Trondheim,Bananer,Frukt,True,81,86,5
2025-06-01,Trondheim,Bananer,Frukt,True,57,65,8
2025-06-02,Trondheim,Bananer,Frukt,True,75,81,6
2025-06-03,Trondheim,Bananer,Frukt,True,69,75,6
2025-06-04,Trondheim,Bananer,Frukt,True,63,71,8
2025-06-05,Trondheim,Bananer,Frukt,True,62,70,8
2025-06-06,Trondheim,Bananer,Frukt,True,71,86,15
2025-06-07,Trondheim,Bananer,Frukt,True,79,87,8
2025-06-08,Trondheim,Bananer,Frukt,True,59,69,10
2025-06-09,Trondheim,Bananer,Frukt,True,79,84,5
2025-06-10,Trondheim,Bananer,Frukt,True,59,70,11
2025-06-11,Trondheim,Bananer,Frukt,True,65,79,14
2025-06-12,Trondheim,Bananer,Frukt,True,42,52,10
2025-06-13,Trondheim,Bananer,Frukt,True,85,94,9
2025-06-14,Trondheim,Bananer,Frukt,True,67,70,3
2025-06-15,Trondheim,Bananer,Frukt,True,58,64,6
2025-06-16,Trondheim,Bananer,Frukt,True,67,76,9
2025-06-17,Trondheim,Bananer,Frukt,True,50,61,11
2025-06-18,Trondheim,Bananer,Frukt,True,80,94,14
2025-06-19,Trondheim,Bananer,Frukt,True,61,72,11
2025-06-20,Trondheim,Bananer,Frukt,True,71,75,4
2025-06-21,Trondheim,Bananer,Frukt,True,63,74,11
2025-06-22,Trondheim,Bananer,Frukt,True,74,81,7
2025-06-23,Trondheim,Bananer,Frukt,True,58,66,8
2025-06-24,Trondheim,Bananer,Frukt,True,64,78,14
2025-06-25,Trondheim,Bananer,Frukt,True,49,59,10
2025-06-26,Trondheim,Bananer,Frukt,True,53,58,5
2025-06-27,Trondheim,Bananer,Frukt,True,89,101,12
2025-06-28,Trondheim,Bananer,Frukt,True,96,116,20
2025-06-29,Trondheim,Bananer,Frukt,True,51,62,11
2025-06-30,Trondheim,Bananer,Frukt,True,63,75,12
2025-07-01,Trondheim,Bananer,Frukt,True,63,71,8
2025-07-02,Trondheim,Bananer,Frukt,True,68,76,8
2025-07-03,Trondheim,Bananer,Frukt,True,64,71,7
2025-07-04,Trondheim,Bananer,Frukt,True,85,90,5
2025-07-05,Trondheim,Bananer,Frukt,True,54,65,11
2025-07-06,Trondheim,Bananer,Frukt,True,62,69,7
2025-07-07,Trondheim,Bananer,Frukt,True,48,54,6
2025-07-08,Trondheim,Bananer,Frukt,True,62,76,14
2025-07-09,Trondheim,Bananer,Frukt,True,69,83,14
2025-07-10,Trondheim,Bananer,Frukt,True,61,69,8
2025-07-11,Trondheim,Bananer,Frukt,True,85,98,13
2025-07-12,Trondheim,Bananer,Frukt,True,88,98,10
2025-07-13,Trondheim,Bananer,Frukt,True,66,75,9
2025-07-14,Trondheim,Bananer,Frukt,True,61,72,11
2025-07-15,Trondheim,Bananer,Frukt,True,62,66,4
2025-07-16,Trondheim,Bananer,Frukt,True,69,85,16
2025-07-17,Trondheim,Bananer,Frukt,True,81,96,15
2025-07-18,Trondheim,Bananer,Frukt,True,68,83,15
2025-07-19,Trondheim,Bananer,Frukt,True,71,81,10
2025-07-20,Trondheim,Bananer,Frukt,True,67,72,5
2025-07-21,Trondheim,Bananer,Frukt,True,76,81,5
2025-07-22,Trondheim,Bananer,Frukt,True,46,54,8
2025-07-23,Trondheim,Bananer,Frukt,True,48,56,8
2025-07-24,Trondheim,Bananer,Frukt,True,60,71,11
2025-07-25,Trondheim,Bananer,Frukt,True,25,27,2
2025-07-26,Trondheim,Bananer,Frukt,True,67,78,11
2025-07-27,Trondheim,Bananer,Frukt,True,61,71,10
2025-07-28,Trondheim,Bananer,Frukt,True,67,84,17
2025-07-29,Trondheim,Bananer,Frukt,True,59,64,5
2025-07-30,Trondheim,Bananer,Frukt,True,55,68,13
2025-07-31,Trondheim,Bananer,Frukt,True,66,78,12
2025-08-01,Trondheim,Bananer,Frukt,True,59,65,6
2025-08-02,Trondheim,Bananer,Frukt,True,69,82,13
2025-08-03,Trondheim,Bananer,Frukt,True,62,75,13
2025-08-04,Trondheim,Bananer,Frukt,True,63,76,13
2025-08-05,Trondheim,Bananer,Frukt,True,65,72,7
2025-08-06,Trondheim,Bananer,Frukt,True,54,67,13
2025-08-07,Trondheim,Bananer,Frukt,True,47,52,5
2025-08-08,Trondheim,Bananer,Frukt,True,68,80,12
2025-08-09,Trondheim,Bananer,Frukt,True,66,70,4
2025-08-10,Trondheim,Bananer,Frukt,True,51,56,5
2025-08-11,Trondheim,Bananer,Frukt,True,44,49,5
2025-08-12,Trondheim,Bananer,Frukt,True,50,53,3
2025-08-13,Trondheim,Bananer,Frukt,True,69,79,10
2025-08-14,Trondheim,Bananer,Frukt,True,54,60,6
2025-08-15,Trondheim,Bananer,Frukt,True,85,94,9
2025-08-16,Trondheim,Bananer,Frukt,True,57,67,10
2025-08-17,Trondheim,Bananer,Frukt,True,57,65,8
2025-08-18,Trondheim,Bananer,Frukt,True,57,60,3
2025-08-19,Trondheim,Bananer,Frukt,True,68,72,4
2025-08-20,Trondheim,Bananer,Frukt,True,61,69,8
2025-08-21,Trondheim,Bananer,Frukt,True,56,60,4
2025-08-22,Trondheim,Bananer,Frukt,True,85,100,15
2025-08-23,Trondheim,Bananer,Frukt,True,80,96,16
2025-08-24,Trondheim,Bananer,Frukt,True,55,60,5
2025-08-25,Trondheim,Bananer,Frukt,True,66,72,6
2025-08-26,Trondheim,Bananer,Frukt,True,69,82,13
2025-08-27,Trondheim,Bananer,Frukt,True,71,81,10
2025-08-28,Trondheim,Bananer,Frukt,True,59,73,14
2025-08-29,Trondheim,Bananer,Frukt,True,84,93,9
2025-08-30,Trondheim,Bananer,Frukt,True,85,99,14
2025-08-31,Trondheim,Bananer,Frukt,True,48,52,4
2025-09-01,Trondheim,Bananer,Frukt,True,69,85,16
2025-09-02,Trondheim,Bananer,Frukt,True,66,81,15
2025-09-03,Trondheim,Bananer,Frukt,True,55,60,5
2025-09-04,Trondheim,Bananer,Frukt,True,66,76,10
2025-09-05,Trondheim,Bananer,Frukt,True,65,75,10
2025-09-06,Trondheim,Bananer,Frukt,True,90,95,5
2025-09-07,Trondheim,Bananer,Frukt,True,64,77,13
2025-09-08,Trondheim,Bananer,Frukt,True,58,62,4
2025-09-09,Trondheim,Bananer,Frukt,True,51,58,7
2025-09-10,Trondheim,Bananer,Frukt,True,56,60,4
2025-09-11,Trondheim,Bananer,Frukt,True,50,60,10
2025-09-12,Trondheim,Bananer,Frukt,True,90,105,15
2025-09-13,Trondheim,Bananer,Frukt,True,89,102,13
2025-09-14,Trondheim,Bananer,Frukt,True,72,82,10
2025-09-15,Trondheim,Bananer,Frukt,True,52,65,13
2025-09-16,Trondheim,Bananer,Frukt,True,52,63,11
2025-09-17,Trondheim,Bananer,Frukt,True,51,61,10
2025-09-18,Trondheim,Bananer,Frukt,True,55,67,12
2025-09-19,Trondheim,Bananer,Frukt,True,97,113,16
2025-09-20,Trondheim,Bananer,Frukt,True,99,112,13
2025-09-21,Trondheim,Bananer,Frukt,True,64,76,12
2025-09-22,Trondheim,Bananer,Frukt,True,89,94,5
2025-09-23,Trondheim,Bananer,Frukt,True,57,65,8
2025-09-24,Trondheim,Bananer,Frukt,True,62,76,14
2025-09-25,Trondheim,Bananer,Frukt,True,95,106,11
2025-09-26,Trondheim,Bananer,Frukt,True,83,99,16
2025-09-27,Trondheim,Bananer,Frukt,True,98,105,7
2025-09-28,Trondheim,Bananer,Frukt,True,73,77,4
2025-09-29,Trondheim,Bananer,Frukt,True,60,75,15
2025-09-30,Trondheim,Bananer,Frukt,True,95,101,6
2025-10-01,Trondheim,Bananer,Frukt,True,74,83,9
2025-10-02,Trondheim,Bananer,Frukt,True,68,79,11
2025-10-03,Trondheim,Bananer,Frukt,True,72,86,14
2025-10-04,Trondheim,Bananer,Frukt,True,87,95,8
2025-10-05,Trondheim,Bananer,Frukt,True,78,87,9
2025-10-06,Trondheim,Bananer,Frukt,True,67,79,12
2025-10-07,Trondheim,Bananer,Frukt,True,69,73,4
2025-10-08,Trondheim,Bananer,Frukt,True,74,84,10
2025-10-09,Trondheim,Bananer,Frukt,True,53,61,8
2025-10-10,Trondheim,Bananer,Frukt,True,73,81,8
2025-10-11,Trondheim,Bananer,Frukt,True,99,118,19
2025-10-12,Trondheim,Bananer,Frukt,True,66,78,12
2025-10-13,Trondheim,Bananer,Frukt,True,69,81,12
2025-10-14,Trondheim,Bananer,Frukt,True,71,82,11
2025-10-15,Trondheim,Bananer,Frukt,True,67,73,6
2025-10-16,Trondheim,Bananer,Frukt,True,91,112,21
2025-10-17,Trondheim,Bananer,Frukt,True,109,131,22
2025-10-18,Trondheim,Bananer,Frukt,True,82,100,18
2025-10-19,Trondheim,Bananer,Frukt,True,67,82,15
2025-10-20,Trondheim,Bananer,Frukt,True,81,88,7
2025-10-21,Trondheim,Bananer,Frukt,True,81,96,15
2025-10-22,Trondheim,Bananer,Frukt,True,61,68,7
2025-10-23,Trondheim,Bananer,Frukt,True,62,72,10
2025-10-24,Trondheim,Bananer,Frukt,True,92,102,10
2025-10-25,Trondheim,Bananer,Frukt,True,112,137,25
2025-10-26,Trondheim,Bananer,Frukt,True,64,70,6
2025-10-27,Trondheim,Bananer,Frukt,True,80,98,18
2025-10-28,Trondheim,Bananer,Frukt,True,66,81,15
2025-10-29,Trondheim,Bananer,Frukt,True,73,82,9
2025-10-30,Trondheim,Bananer,Frukt,True,86,102,16
2025-10-31,Trondheim,Bananer,Frukt,True,75,84,9
2025-11-01,Trondheim,Bananer,Frukt,True,97,114,17
2025-11-02,Trondheim,Bananer,Frukt,True,60,73,13
2025-11-03,Trondheim,Bananer,Frukt,True,97,103,6
2025-11-04,Trondheim,Bananer,Frukt,True,71,87,16
2025-11-05,Trondheim,Bananer,Frukt,True,85,105,20
2025-11-06,Trondheim,Bananer,Frukt,True,57,69,12
2025-11-07,Trondheim,Bananer,Frukt,True,116,143,27
2025-11-08,Trondheim,Bananer,Frukt,True,110,133,23
2025-11-09,Trondheim,Bananer,Frukt,True,92,99,7
2025-11-10,Trondheim,Bananer,Frukt,True,86,98,12
2025-11-11,Trondheim,Bananer,Frukt,True,68,80,12
2025-11-12,Trondheim,Bananer,Frukt,True,55,59,4
2025-11-13,Trondheim,Bananer,Frukt,True,74,82,8
2025-11-14,Trondheim,Bananer,Frukt,True,94,107,13
2025-11-15,Trondheim,Bananer,Frukt,True,100,112,12
2025-11-16,Trondheim,Bananer,Frukt,True,79,86,7
2025-11-17,Trondheim,Bananer,Frukt,True,93,107,14
