Store,StoreType,Assortment,CompetitionDistance,Total_Sales,Avg_Daily_Sales,Avg_Customers,Days_With_Promo,N_Days
998,a,a,780.0,3354263,4317.0,534.0,348,777
999,d,c,15140.0,7163321,9184.0,660.0,352,780
1000,a,c,2230.0,4635525,7453.0,681.0,274,622
1001,c,a,19640.0,4239004,5421.0,621.0,353,782
1002,d,c,1130.0,4753790,6064.0,717.0,353,784
1003,a,a,170.0,5751204,7383.0,773.0,350,779
1004,d,c,970.0,3212907,5165.0,452.0,274,622
1005,a,a,6480.0,4834459,6206.0,937.0,350,779
1006,c,c,3890.0,4970130,6372.0,866.0,351,780
1007,c,c,4180.0,5485024,6996.0,816.0,353,784
1008,a,c,30.0,4179585,5331.0,717.0,353,784
1009,a,a,230.0,2968299,4772.0,458.0,274,622
1010,d,c,4610.0,6957339,8874.0,807.0,353,784
1011,a,c,490.0,6137147,7878.0,943.0,350,779
1012,d,c,6330.0,3762920,6050.0,517.0,274,622
1013,a,a,630.0,3110984,3994.0,443.0,350,779
1014,a,c,210.0,9509102,12207.0,1350.0,350,779
1015,d,c,9910.0,4705183,6040.0,492.0,350,779
1016,c,c,550.0,4213934,5409.0,500.0,350,779
1017,c,a,110.0,5539437,7222.0,1018.0,345,767
1018,c,c,140.0,9187204,11748.0,1359.0,352,782
1019,d,c,2740.0,5651236,9071.0,754.0,275,623
1020,a,a,40.0,7054345,9032.0,1110.0,350,781
1021,a,a,1080.0,6835866,8878.0,1062.0,347,770
1022,a,c,1520.0,5706179,7325.0,823.0,350,779
1023,c,a,3740.0,4799042,6153.0,630.0,352,780
1024,c,c,1990.0,4810209,6135.0,785.0,353,784
1025,a,a,720.0,5762189,7426.0,867.0,348,776
1026,c,a,450.0,7397085,9496.0,1180.0,350,779
1027,a,c,190.0,8163847,13104.0,1658.0,275,623
1028,a,a,150.0,3686723,4733.0,547.0,350,779
1029,a,a,1590.0,4224868,5416.0,758.0,351,780
1030,a,a,36410.0,2816323,3611.0,332.0,351,780
1031,d,a,590.0,3773364,4844.0,418.0,350,779
1032,d,c,270.0,7172255,9195.0,964.0,351,780
1033,a,a,7680.0,10870270,13865.0,1299.0,353,784
1034,a,a,13750.0,5072945,6504.0,728.0,352,780
1035,a,a,27150.0,3803794,4877.0,577.0,352,780
1036,d,c,9560.0,3884252,4986.0,472.0,350,779
1037,a,c,150.0,5387026,6906.0,874.0,351,780
1038,d,a,17290.0,3668097,5897.0,513.0,274,622
1039,a,c,70.0,6307879,8203.0,1040.0,345,769
1040,a,a,4030.0,6775360,8698.0,866.0,350,779
1041,c,a,1600.0,3801487,6112.0,656.0,274,622
1042,a,a,3440.0,3218244,4131.0,547.0,350,779
1043,c,a,420.0,6858406,8793.0,1207.0,351,780
1044,c,a,240.0,5145309,6622.0,895.0,348,777
1045,a,c,26990.0,6654188,7536.0,915.0,354,883
1046,d,c,29070.0,6784716,8698.0,684.0,351,780
1047,a,a,3750.0,3791124,4885.0,526.0,348,776
1048,d,c,1860.0,5392653,6887.0,532.0,353,783
1049,a,a,370.0,2478906,3985.0,636.0,274,622
1050,d,c,13170.0,5771211,7390.0,518.0,350,781
1051,c,a,200.0,5737921,7491.0,1006.0,343,766
1052,a,c,5080.0,5662859,7269.0,756.0,350,779
1053,a,a,1710.0,7002929,8932.0,1010.0,353,784
1054,a,c,13190.0,4730838,6034.0,617.0,353,784
1055,c,a,1980.0,6197127,7915.0,990.0,352,783
1056,d,c,5350.0,2415557,3877.0,370.0,275,623
1057,d,c,3230.0,5036413,6424.0,640.0,353,784
1058,a,c,180.0,5658141,7263.0,701.0,350,779
1059,c,a,3380.0,6604849,8425.0,1154.0,353,784
1060,a,c,3430.0,5707977,7327.0,848.0,350,779
1061,d,c,8110.0,5732970,7378.0,555.0,348,777
1062,d,a,190.0,4990259,6406.0,592.0,350,779
1063,a,c,6250.0,3348689,4271.0,531.0,353,784
1064,a,c,420.0,7365896,9456.0,1068.0,350,779
1065,a,a,1290.0,2611257,4198.0,485.0,274,622
1066,a,a,3350.0,8626583,11074.0,1126.0,350,779
1067,d,c,12020.0,3580348,5756.0,490.0,274,622
1068,d,c,5010.0,3451074,4442.0,310.0,348,777
1069,a,c,18050.0,4930721,6305.0,795.0,353,782
1070,c,c,400.0,5515214,7035.0,868.0,353,784
1071,a,a,820.0,4725345,6027.0,729.0,353,784
1072,a,c,5380.0,5314269,6822.0,642.0,350,779
1073,a,c,1710.0,5668621,7277.0,918.0,350,779
1074,c,c,3330.0,4014070,5146.0,556.0,352,780
1075,a,c,1410.0,9004545,11485.0,1093.0,353,784
1076,a,c,90.0,2820000,3620.0,545.0,350,779
1077,a,a,3750.0,3497529,4490.0,496.0,350,779
1078,d,c,670.0,5289878,6808.0,524.0,348,777
1079,a,a,16680.0,6783229,8685.0,689.0,350,781
1080,a,a,2410.0,6338656,10191.0,842.0,274,622
1081,b,a,400.0,4485164,5925.0,937.0,286,757
1082,c,a,440.0,5494934,7045.0,1035.0,352,780
1083,d,c,11540.0,4019314,5146.0,361.0,350,781
1084,a,a,190.0,4904211,6271.0,808.0,351,782
1085,c,a,4030.0,5932711,7567.0,760.0,353,784
1086,a,a,180.0,5996057,7677.0,839.0,350,781
1087,d,c,2210.0,4925247,6282.0,615.0,353,784
1088,a,a,4300.0,3960984,5085.0,485.0,350,779
1089,d,a,5220.0,7915233,10161.0,1003.0,350,779
1090,a,a,330.0,5033396,6453.0,786.0,352,780
1091,a,c,9990.0,6488655,8276.0,697.0,353,784
1092,a,a,300.0,7439455,11961.0,1165.0,274,622
1093,c,c,10450.0,6504285,8339.0,869.0,352,780
1094,d,a,2380.0,2845473,4575.0,374.0,274,622
1095,a,a,690.0,3739067,4781.0,678.0,353,782
1096,a,c,1130.0,4250632,5457.0,633.0,350,779
1097,b,b,720.0,9179413,9745.0,2421.0,360,942
1098,a,a,1830.0,4102408,5259.0,709.0,352,780
1099,a,c,200.0,6914599,7743.0,980.0,354,893
1100,a,a,540.0,4167374,5419.0,669.0,346,769
1101,d,c,4060.0,7818257,9972.0,988.0,353,784
1102,a,a,850.0,4353993,7000.0,706.0,274,622
1103,d,c,1340.0,3920264,5020.0,386.0,350,781
1104,d,a,260.0,3397012,5461.0,431.0,274,622
1105,c,c,330.0,3555802,4565.0,510.0,350,779
1106,a,c,5330.0,3836971,4894.0,558.0,353,784
1107,a,a,1400.0,3882362,6232.0,669.0,275,623
1108,a,a,540.0,4482599,5747.0,590.0,352,780
1109,c,a,3490.0,3064721,4927.0,452.0,274,622
1110,c,c,900.0,3548486,4532.0,540.0,353,783
1111,a,a,1900.0,4091076,5252.0,452.0,350,779
1112,c,c,1880.0,7974294,10237.0,839.0,350,779
1113,a,c,9260.0,5196242,6628.0,717.0,353,784
1114,a,c,870.0,16202585,20667.0,3201.0,353,784
1115,d,c,5350.0,4922229,6302.0,433.0,350,781
